"version","generator","osm3s__timestamp_osm_base","osm3s__timestamp_areas_base","osm3s__copyright","elements__type","elements__id","elements__center__lat","elements__center__lon","elements__lat","elements__lon","elements__tags__access","elements__tags__addr:city","elements__tags__addr:country","elements__tags__addr:full","elements__tags__addr:housename","elements__tags__addr:housenumber","elements__tags__addr:postcode","elements__tags__addr:state","elements__tags__addr:street","elements__tags__alt_name","elements__tags__addr:unit","elements__tags__amenity","elements__tags__denomination","elements__tags__electricity","elements__tags__area","elements__tags__description","elements__tags__contact:website","elements__tags__boundary","elements__tags__contact:phone","elements__tags__contact:phone:tollfree","elements__tags__building","elements__tags__building:colour","elements__tags__ele","elements__tags__ele:note","elements__tags__check_date","elements__tags__check_date:currency:XBT","elements__tags__contact:facebook","elements__tags__contact:instagram","elements__tags__currency:XBT","elements__tags__email","elements__tags__beds","elements__tags__building:levels","elements__tags__capacity","elements__tags__designation","elements__tags__capacity:beds","elements__tags__emergency","elements__tags__full_name","elements__tags__facebook","elements__tags__fax","elements__tags__gnis:feature_id","elements__tags__health_amenity:type","elements__tags__healthcare","elements__tags__leisure","elements__tags__helipad","elements__tags__heritage","elements__tags__heritage:operator","elements__tags__healthcare:for","elements__tags__layer","elements__tags__healthcare:speciality","elements__tags__image","elements__tags__landing_zone","elements__tags__name","elements__tags__name:en","elements__tags__nrhp:criteria","elements__tags__nrhp:inscription_date","elements__tags__nrhp:nhl","elements__tags__name_1","elements__tags__official_name","elements__tags__note","elements__tags__opening_date","elements__tags__opening_hours","elements__tags__operational_status","elements__tags__payment:cash","elements__tags__payment:cheque","elements__tags__payment:mastercard","elements__tags__payment:visa","elements__tags__payment:lightning","elements__tags__payment:lightning:operator","elements__tags__payment:lightning_contactless","elements__tags__payment:onchain","elements__tags__url","elements__tags__old_name","elements__tags__operator","elements__tags__operator:phone","elements__tags__roof:colour","elements__tags__roof:material","elements__tags__roof:shape","elements__tags__start_date","elements__tags__operator:short","elements__tags__operator:wikidata","elements__tags__operator:wikipedia","elements__tags__operator:type","elements__tags__school","elements__tags__phone","elements__tags__religion","elements__tags__tag","elements__tags__phone:tollfree","elements__tags__urgent_care","elements__tags__protection_title","elements__tags__ref:nrhp","elements__tags__specialty","elements__tags__was:amenity","elements__tags__toilets:wheelchair","elements__tags__source","elements__tags__type","elements__tags__short_name","elements__tags__ref","elements__tags__website","elements__tags__wheelchair","elements__tags__wikidata","elements__tags__wikipedia"
"","","","","","way","444450842","43.848028","-104.1887502","","","","Newcastle","","","","1124","82701","WY","Washington Boulevard","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Weston County Health Services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 746 4491","","","","","","","","","","","","","","https://wchs-wy.org/","","",""
"","","","","","way","444454661","44.4089452","-104.3741751","","","","Sundance","","","","713","82729","WY","East Oak Street","","","hospital","","","","","","","","","","","","","","","","","","","16","","","","","yes","","","","1794894","","hospital","","","","","","","","","","Crook County Medical Services District","","","","","","","","","24/7","","","","","","","","","","","","Crook County Medical Services District","","","","","","","","","","","+1 307 283 3501","","","","","","","","","","","","","","https://www.ccmsd.org/","","",""
"","","","","","way","444457636","41.7898574","-110.5413837","","","","Kemmerer","","","","711","83101","WY","Onyx Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1794886","","hospital","","","","","","","","","","South Lincoln Medical Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 877 4401","","","","","","","","","","","","","","https://www.southlincolnmedical.com/","","",""
"","","","","","way","444458639","42.7171161","-110.9305236","","","","Afton","","","","901","83110","WY","Adams Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1603341","","hospital","","","","","","","","","","Star Valley Health","","","","","","","","","","","","","","","","","","","","Star Valley Latter Day Saints Hospital","","","","","","","","","","","","+1 307 885 5800","","","","","","","","","","","","","","https://www.starvalleyhealth.org/","","Q17063054","en:Star Valley Medical Center"
"","","","","","way","444474706","43.6479587","-108.1997576","","","","Thermopolis","","","","150","82443","WY","East Arapahoe Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1794895","","hospital","","","","","","","","","","Hot Springs County Memorial Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 864 3121","","","","","","","","","","","","","","http://www.hscmh.org/","","",""
"","","","","","way","444493771","44.8086414","-106.976096","","","","Sheridan","","","","1401","82801","WY","West 5th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Sheridan Memorial Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 672 1000","","","","","","","","","","","","","","https://www.sheridanhospital.org/","","Q50037220",""
"","","","","","way","444501233","43.0348647","-108.4188661","","","","Riverton","US","","","2100","82501","WY","West Sunset Drive","","","hospital","","","","","","","","","","","","","","","","","","","159","","","","","yes","","","","1794892","","hospital","","","","","","","","","","SageWest Health Care","","","","","","","","","24/7","","","","","","","","","","","Riverton Memorial Hospital","SageWest Health Care","","","","","","","","","","","+1 307 856 4161","","","","","","","","","","","","","","https://www.sagewesthealthcare.com/","","",""
"","","","","","way","444504119","44.012643","-107.9496375","","","","Worland","","","","400","82401","WY","South 15th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1596054","","hospital","","","","","","","community","","","Washakie Medical Center","","","","","","","","","","","","","","","","","","","","Washakie Memorial Hospital","Banner Health","","","","","","","Q4856918","","private_non_profit","","+1 307 347 3221","","","","","","","","","","","","","","https://www.bannerhealth.com/locations/worland/washakie-medical-center#","","",""
"","","","","","way","444576841","44.8266579","-108.3901158","","","","Lovell","","","","1115","82431","WY","Lane 12","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1794888","","hospital","","","","","","","","","","North Big Horn Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 548 5200","","","","","","","","","","","","","","https://www.nbhh.com/","","",""
"","","","","","way","444592866","44.4339461","-108.0507627","","","","Basin","","","","388","82410","WY","US 20 South","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1594594","","hospital","","","","","","","","","","South Big Horn County Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 568 3311","","","","","","","","","","","","","","https://midwayclinic.sharepoint.com/","","",""
"","","","","","way","444776676","42.034388","-97.4534337","","","","Norfolk","","","","2700","68701","","West Norfolk Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1880380","","hospital","","","","","","","","","","Faith Regional Health Services - West Campus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 402 371 4880","","","","","","","","","","","","","","https://www.frhs.org/about-us/locations-and-directions/west-campus/","yes","",""
"","","","","","way","444852910","41.4549551","-97.3851579","","","","Columbus","","","","4600","68602","","38th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","","","","","","","","","","","Columbus Community Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 402 564 7118","","","","","","","","","","","","","","https://www.columbushosp.org/","","",""
"","","","","","way","444979946","41.4533407","-96.4915017","","","","Fremont","","","","450","68025","","East 23rd Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1892740","","hospital","","","","","","","","","","Fremont Area Medical Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 402 721 1610","","","","","","","","","","","","","","http://www.fremonthealth.com/","","",""
"","","","","","way","444989566","41.4554134","-97.0609518","","","","Schuyler","","","","104","68661","NE","West 17th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1881163","","hospital","","","","","","","","","","CHI Health Schuyler","","","","","","","","","","","","","","","","","","","","Alegent Health Memorial Hospital","Catholic Health Initiatives","","","","","","CHI","Q5053168","","","","+1 402 352 2441","","","","","","","","","","","","","","https://www.chihealth.com/chi-health-schuyler","","",""
"","","","","","way","445049373","40.5912334","-98.387985","","","","Hastings","","","","715","68901","","North Saint Joseph Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","830618","","hospital","","","","","","","","","","Mary Lanning Healthcare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 402 463 4521","","","","","","","","","","","","","","https://marylanning.org/","","",""
"","","","","","way","445093488","41.1508511","-101.7186134","","","","Ogallala","","","","2601","69153","","North Spruce Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Ogallala Community Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 308 284 4011","","","","","","","","","","","","","","https://www.bannerhealth.com/locations/ogallala/ogallala-community-hospital","","",""
"","","","","","way","445128686","42.1167617","-102.8699192","","","","Alliance","","","","2101","69301","","Box Butte Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1827791","","hospital","","","","","","","","","","Box Butte General Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 308 762 6660","","","","","","","","","","","","","","https://www.bbgh.org/","","",""
"","","","","","way","445180836","42.8123356","-102.1997284","","","","Gordon","","","","300","69343","","East 8th Street","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","1832204","","hospital","","","","","","","","","","Gordon Memorial Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 308 282 0401","","","","","","","","","","","","","","https://www.gordonmemorial.org/","","",""
"","","","","","way","445220465","42.8792349","-100.5379248","","","","Valentine","","","","510","69201","","North Green Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1832032","","hospital","","","","","","","","","","Cherry County Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 402 376 2525","","","","","","","","","","","","","","https://www.cherrycountyhospital.org/","","",""
"","","","","","way","445229870","42.5444321","-99.8494332","","","","Ainsworth","","","","945","69210","","East Zero Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1844956","","hospital","","","","","","","","","","Brown County Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 402 387 2800","","","","","","","","","","","","","","http://www.browncountyhospital.org/","","",""
"","","","","","way","445236302","42.5752794","-99.5375608","","","","Bassett","","","","102","68714","","East South Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1845041","","","","","","","","","","","","Rock County Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 402 684 3366","","","","","","","","","","","","","","https://rockcountyhospital.com/","","",""
"","","","","","way","445258744","42.4606117","-98.6507472","","","","O'Neill","","","","300","68763","NE","North 2nd Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1847658","","hospital","","","","","","","","","","Avera Saint Anthony's Hospital","","","","","","","","","","","","","","","","","","","","Saint Anthonys Hospital","Avera Health","","","","","","","Q4828238","en:Avera Health","private","","+1 402 336 2611","","","","","","","","","","","","","","https://www.avera.org/locations/profile/?id=120","","",""
"","","","","","way","445313515","41.6617695","-103.0924345","","","","Bridgeport","","","","1313","69336","","S Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1829976","","hospital","","","","","","","","","","Morrill County Community Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 308 262 1616","","","","","","","","","","","","","","https://www.morrillcountyhospital.com/","","",""
"","","","","","way","445318535","41.2325393","-103.6665247","","","","Kimball","","","","505","69145","","South Burg Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1830194","","hospital","","","","","","","","","","Kimball Health Services","","","","","","","","","","","","","","","","","","","","Kimball County Hospital","","","","","","","","","","","","+1-308-235-1951","","","","","","","","","","","","","","https://www.kimballhealth.org/","","",""
